taxonID	genus	specificEpithet	infraspecificEpithet	taxonomicStatus	acceptedNameUsageID
wfo-0000369363	Melocactus	brongniartii		Synonym	wfo-0001287105
wfo-0000369364	Melocactus	buysianus		Synonym	wfo-0001289744
wfo-0000369366	Melocactus	baarscanus		Synonym	wfo-0001289744
wfo-0000369367	Melocactus	atrosanguineus		Synonym	wfo-0001287105
wfo-0000369368	Melocactus	atrovirens		Unchecked	
wfo-0000369369	Melocactus	azureus		Accepted	
wfo-0000369374	Melocactus	bargei		Synonym	wfo-0001289744
wfo-0000369375	Melocactus	azureus	ferreophilus	Synonym	wfo-0000375407
wfo-0000369376	Melocactus	croceus		Synonym	wfo-0001287105
wfo-0000369377	Melocactus	cornutus		Synonym	wfo-0001289744
wfo-0000369379	Melocactus	crassispinus		Synonym	wfo-0001289753
wfo-0000369380	Melocactus	caesius		Synonym	wfo-0000369383
wfo-0000369381	Melocactus	contortus		Synonym	wfo-0001289744
wfo-0000369382	Melocactus	curvispinus		Accepted	
wfo-0000369383	Melocactus	curvispinus	caesius	Accepted	
wfo-0000369385	Melocactus	curvispinus	caesius	Synonym	wfo-0000369383
wfo-0000369387	Melocactus	compactus		Synonym	wfo-0001289744
wfo-0000369388	Melocactus	capillaris		Synonym	wfo-0001289744
wfo-0000369389	Melocactus	cephalonoplus		Synonym	wfo-0000369383
wfo-0000369391	Melocactus	cephalophora		Synonym	wfo-0000623379
wfo-0000369392	Melocactus	cordatus		Synonym	wfo-0001289744
wfo-0000369393	Melocactus	conicus		Synonym	wfo-0001289753
wfo-0000369394	Melocactus	conoideus	braunii	Synonym	wfo-0001289636
wfo-0000369395	Melocactus	columna-trajani		Unchecked	
wfo-0000369398	Melocactus	armatus		Synonym	wfo-0001289744
wfo-0000369400	Matucana	calocephala		Synonym	wfo-0001432384
wfo-0000369402	Mediolobivia	ritteri		Synonym	wfo-0001254932
wfo-0000369403	Mediolobivia	neopygmaea		Synonym	wfo-0001430116
wfo-0000369404	Mediolobivia	nigricans		Synonym	wfo-0001430169
wfo-0000369405	Mediolobivia	orurensis		Synonym	wfo-0001430169
wfo-0000369406	Mediolobivia	pectinata		Synonym	wfo-0001430169
wfo-0000369408	Mediolobivia	ithyacantha		Synonym	wfo-0000557641
wfo-0000369409	Mediolobivia	rubelliflora		Synonym	wfo-0001430116
wfo-0000369410	Mediolobivia	rubriflora		Synonym	wfo-0001430116
wfo-0000369411	Mediolobivia	sarothmides		Synonym	wfo-0001430116
wfo-0000369412	Mediolobivia	schmiedcheniana		Synonym	wfo-0001430116
wfo-0000369413	Mediolobivia	spiralisepala		Synonym	wfo-0001430116
wfo-0000369414	Mediolobivia	steinmannii		Synonym	wfo-0001430169
wfo-0000369415	Mediolobivia	euanthema		Synonym	wfo-0001430116
wfo-0000369417	Mediolobivia	digitiformis		Synonym	wfo-0001430169
wfo-0000369418	Mediolobivia	longiseta		Synonym	wfo-0001430116
wfo-0000369419	Mediolobivia	kesselringiana		Synonym	wfo-0001430116
wfo-0000369420	Mediolobivia	eucaliptana		Synonym	wfo-0001430169
wfo-0000369423	Mediolobivia	fuauxiana		Synonym	wfo-0001430169
wfo-0000369424	Mediolobivia	haagei		Synonym	wfo-0001430169
wfo-0000369425	Mediolobivia	duursmaiana		Synonym	wfo-0001430116
wfo-0000369434	Mammillaria	shurliana		Synonym	wfo-0001430465
wfo-0000369436	Mammillaria	solisii		Synonym	wfo-0001256320
wfo-0000369437	Mammillaria	simplex		Synonym	wfo-0000369283
wfo-0000369438	Mammillaria	slevinii		Synonym	wfo-0001430462
wfo-0000369439	Mammillaria	soehlemannii		Synonym	wfo-0001434877
wfo-0000369441	Mammillaria	solitaria		Unchecked	
wfo-0000369442	Mammillaria	spaethiana		Synonym	wfo-0001287041
wfo-0000369445	Mammillaria	splendens		Synonym	wfo-0001288800
wfo-0000369446	Mammillaria	staurotypa		Synonym	wfo-0001256132
wfo-0000369448	Mammillaria	stellaris		Synonym	wfo-0001287028
wfo-0000369452	Mammillaria	spinosa		Unchecked	
wfo-0000369453	Mammillaria	spinii		Synonym	wfo-0001288765
wfo-0000369458	Mammillaria	scheeri		Synonym	wfo-0001430470
wfo-0000369461	Mammillaria	silvatica		Synonym	wfo-0001256320
wfo-0000369462	Mammillaria	icamolensis		Synonym	wfo-0001288719
wfo-0000369463	Mammillaria	sanluisensis		Synonym	wfo-0001256334
wfo-0000369465	Mammillaria	sartorii		Accepted	
wfo-0000369466	Mammillaria	saxicola		Synonym	wfo-0001247809
wfo-0000369472	Mammillaria	schmerwitzii		Unchecked	
wfo-0000369473	Mammillaria	senckeana		Synonym	wfo-0001247809
wfo-0000369474	Mammillaria	senckei		Synonym	wfo-0001247809
wfo-0000369475	Mammillaria	schieliana		Synonym	wfo-0001288910
wfo-0000369477	Mammillaria	senkii		Synonym	wfo-0001288830
wfo-0000369478	Mammillaria	sericata		Synonym	wfo-0001247809
wfo-0000369479	Mammillaria	setispina		Synonym	wfo-0000613669
wfo-0000369480	Mammillaria	severinii		Accepted	
wfo-0000369482	Mammillaria	schmidtii		Synonym	wfo-0001247809
wfo-0000369483	Mammillaria	schwartzii		Synonym	wfo-0001255876
wfo-0000369484	Mammillaria	scolymoides		Synonym	wfo-0000623231
wfo-0000369486	Mammillaria	seegeri		Synonym	wfo-0001288977
wfo-0000369487	Mammillaria	stenocephala		Synonym	wfo-0001288945
wfo-0000369488	Mammillaria	uberimamma		Synonym	wfo-0001247809
wfo-0000369489	Mammillaria	trohartii		Synonym	wfo-0001247809
wfo-0000369490	Mammillaria	tropica		Synonym	wfo-0001256229
wfo-0000369493	Mammillaria	vagaspina		Synonym	wfo-0001247809
wfo-0000369494	Mammillaria	tortolensis		Synonym	wfo-0001287101
wfo-0000369495	Mammillaria	uhdeana		Synonym	wfo-0001288977
wfo-0000369496	Mammillaria	unihamata		Synonym	wfo-0001256430
wfo-0000369497	Mammillaria	uniseta		Unchecked	
wfo-0000369499	Mammillaria	tinuvieliae		Synonym	wfo-0001256409
wfo-0000369501	Mammillaria	toaldoae		Synonym	wfo-0001288800
wfo-0000369502	Mammillaria	tolimensis		Synonym	wfo-0001255881
wfo-0000369503	Mammillaria	tiegeliana		Synonym	wfo-0001288898
wfo-0000369504	Mammillaria	vonwyssiana		Synonym	wfo-0001286977
wfo-0000369506	Mammillaria	voburnensis	eichlamii	Synonym	wfo-0000369792
wfo-0000369507	Mammillaria	voburnensis	eichlamii	Synonym	wfo-0000369792
wfo-0000369508	Mammillaria	urbaniana		Synonym	wfo-0001288747
wfo-0000369510	Mammillaria	sanguinea		Synonym	wfo-0001288977
wfo-0000369511	Mammillaria	vallensis		Synonym	wfo-0001247809
wfo-0000369512	Mammillaria	variabilis		Synonym	wfo-0001286969
wfo-0000369514	Mammillaria	viridula		Synonym	wfo-0001287454
wfo-0000369517	Mammillaria	strobilina		Synonym	wfo-0001288830
wfo-0000369518	Mammillaria	suaveolens		Unchecked	
wfo-0000369519	Mammillaria	thelocamptos		Synonym	wfo-0000623330
wfo-0000369520	Mammillaria	subcirrhifera		Synonym	wfo-0001287024
wfo-0000369521	Mammillaria	subducta		Synonym	wfo-0001256247
wfo-0000369523	Mammillaria	subdurispina		Synonym	wfo-0001256335
wfo-0000369525	Mammillaria	straminea		Synonym	wfo-0001287101
wfo-0000369526	Mammillaria	subulata		Unchecked	
wfo-0000369528	Mammillaria	tenampensis		Synonym	wfo-0000369465
wfo-0000369530	Mammillaria	tamayonis		Synonym	wfo-0000369891
wfo-0000369531	Mammillaria	stenocephala		Synonym	wfo-0001288945
wfo-0000369533	Mammillaria	sulcimamma		Synonym	wfo-0000623330
wfo-0000369534	Mammillaria	sulcoglandulifera		Synonym	wfo-0000623219
wfo-0000369535	Mammillaria	sulphurea		Synonym	wfo-0001288945
wfo-0000369536	Mammillaria	subtilis		Synonym	wfo-0001256334
wfo-0000369537	Mammillaria	supraflumen		Synonym	wfo-0001256320
wfo-0000369540	Malacocarpus	linkii		Synonym	wfo-0001220117
wfo-0000369541	Malacocarpus	macracanthus		Synonym	wfo-0001256018
wfo-0000369542	Malacocarpus	macrogonus		Synonym	wfo-0001256018
wfo-0000369544	Malacocarpus	orthacanthus		Synonym	wfo-0001220110
wfo-0000369545	Malacocarpus	corynodes		Synonym	wfo-0001256018
wfo-0000369547	Malacocarpus	coxii		Synonym	wfo-0000557307
wfo-0000369548	Malacocarpus	dusenii		Synonym	wfo-0000557306
wfo-0000369549	Malacocarpus	leucocarpus		Synonym	wfo-0001256018
wfo-0000369554	Malacocarpus	pauciareolatus		Synonym	wfo-0001256018
wfo-0000369555	Malacocarpus	fricii		Synonym	wfo-0001256018
wfo-0000369556	Malacocarpus	vorwerckianus		Synonym	wfo-0001256018
wfo-0000369559	Malacocarpus	pampeanus		Synonym	wfo-0001220110
wfo-0000369560	Malacocarpus	tetracanthus		Synonym	wfo-0001256018
wfo-0000369562	Malacocarpus	polyacanthus		Synonym	wfo-0001252386
wfo-0000369563	Malacocarpus	rubricostatus		Synonym	wfo-0001256018
wfo-0000369564	Malacocarpus	sanjuanensis		Synonym	wfo-0000676128
wfo-0000369566	Malacocarpus	turbinatus		Synonym	wfo-0001256018
wfo-0000369567	Malacocarpus	sellowianus		Synonym	wfo-0001256018
wfo-0000369568	Malacocarpus	sessiliflorus		Synonym	wfo-0001256018
wfo-0000369569	Malacocarpus	tephracanthus		Synonym	wfo-0001256018
wfo-0000369575	Maihueniopsis	colorea		Accepted	
wfo-0000369577	Maihueniopsis	conoidea		Accepted	
wfo-0000369578	Maihueniopsis	darwinii		Accepted	
wfo-0000369579	Malacocarpus	courantii		Synonym	wfo-0001256018
wfo-0000369586	Malacocarpus	arechavaletae		Synonym	wfo-0001220115
wfo-0000369587	Maihueniopsis	tarapacana		Synonym	wfo-0000369577
wfo-0000369588	Malacocarpus	aciculatus		Synonym	wfo-0001256018
wfo-0000369589	Malacocarpus	acuatus		Synonym	wfo-0001256018
wfo-0000369590	Malacocarpus	arechavaletae		Synonym	wfo-0001220115
wfo-0000369591	Maihueniopsis	rahmeri		Synonym	wfo-0001430541
wfo-0000369593	Malacocarpus	beltranii		Synonym	wfo-0001256018
wfo-0000369594	Malacocarpus	bezrucii		Synonym	wfo-0001256018
wfo-0000369595	Malacocarpus	caespitosus		Synonym	wfo-0001256011
wfo-0000369597	Maihueniopsis	leoncito		Synonym	wfo-0001431720
wfo-0000369599	Maihueniopsis	mandragora		Synonym	wfo-0001289307
wfo-0000369600	Maihueniopsis	ovallei		Synonym	wfo-0001289299
wfo-0000369602	Mammillaria	aciculata		Synonym	wfo-0001288765
wfo-0000369603	Maihueniopsis	molinensis		Synonym	wfo-0001289343
wfo-0000369604	Mammillaria	bergenii		Unchecked	
wfo-0000369605	Mammillaria	aureispina		Synonym	wfo-0001256350
wfo-0000369606	Mammillaria	bellisiana		Synonym	wfo-0001256409
wfo-0000369609	Mammillaria	biglandulosa		Synonym	wfo-0000623330
wfo-0000369610	Mammillaria	aurata		Synonym	wfo-0001288945
wfo-0000369611	Mammillaria	bergii		Unchecked	
wfo-0000369612	Mammillaria	bernalensis		Synonym	wfo-0001255881
wfo-0000369613	Mammillaria	bicolor		Synonym	wfo-0001288800
wfo-0000369615	Mammillaria	armatissima		Synonym	wfo-0001256136
wfo-0000369616	Mammillaria	arroyensis		Synonym	wfo-0001288793
wfo-0000369617	Mammillaria	aurea		Synonym	wfo-0001288945
wfo-0000369618	Mammillaria	atroflorens		Synonym	wfo-0001288875
wfo-0000369620	Mammillaria	brauneana		Synonym	wfo-0001249283
wfo-0000369621	Mammillaria	borwigii		Synonym	wfo-0000623391
wfo-0000369623	Mammillaria	bifurca		Unchecked	
wfo-0000369624	Mammillaria	bonavitii		Synonym	wfo-0001288945
wfo-0000369625	Mammillaria	brevicrinita		Synonym	wfo-0001255886
wfo-0000369626	Mammillaria	brevispina		Unchecked	
wfo-0000369627	Mammillaria	brongniartii		Synonym	wfo-0001431937
wfo-0000369629	Mammillaria	binops		Unchecked	
wfo-0000369631	Mammillaria	bonavitii		Synonym	wfo-0001288945
wfo-0000369632	Mammillaria	bogotensis		Synonym	wfo-0000369891
wfo-0000369635	Mammillaria	adicantissima		Unchecked	
wfo-0000369637	Mammillaria	alamensis		Synonym	wfo-0000613671
wfo-0000369638	Mammillaria	albata		Synonym	wfo-0001256135
wfo-0000369639	Mammillaria	adunca		Synonym	wfo-0001287030
wfo-0000369641	Mammillaria	anisacantha		Synonym	wfo-0001288916
wfo-0000369642	Mammillaria	andreae		Synonym	wfo-0001288945
wfo-0000369643	Mammillaria	apozolensis		Synonym	wfo-0001256329
wfo-0000369646	Mammillaria	albiseta		Synonym	wfo-0001288977
wfo-0000369647	Mammillaria	albrechtiana		Synonym	wfo-0001256348
wfo-0000369648	Mammillaria	aloides		Unchecked	
wfo-0000369649	Mammillaria	ambigua		Unchecked	
wfo-0000369651	Mammillaria	anancistria		Synonym	wfo-0001288756
wfo-0000369652	Mammillaria	andreae		Synonym	wfo-0000623360
wfo-0000369653	Mammillaria	ancistrata		Synonym	wfo-0000369878
wfo-0000369654	Mammillaria	ancistrina		Synonym	wfo-0000369878
wfo-0000369656	Mammillaria	barkeri		Synonym	wfo-0001288717
wfo-0000369657	Mammillaria	bellacantha		Synonym	wfo-0001256418
wfo-0000369659	Mammillaria	autumnalis		Synonym	wfo-0001288875
wfo-0000369660	Mammillaria	balsasensis		Synonym	wfo-0001288717
wfo-0000369662	Mammillaria	aylostera		Synonym	wfo-0001288717
wfo-0000369663	Mammillaria	bachmannii		Synonym	wfo-0001256132
wfo-0000369665	Mammillaria	badispina		Unchecked	
wfo-0000369666	Mammillaria	balsasoides		Synonym	wfo-0001288717
wfo-0000369678	Mammillaria	aurorea		Synonym	wfo-0001288977
wfo-0000369685	Mammillaria	avila-camachoi		Synonym	wfo-0001286977
wfo-0000369693	Mammillaria	aureoviridis		Synonym	wfo-0001255886
wfo-0000369699	Mammillaria	auriareolis		Synonym	wfo-0001288898
wfo-0000369700	Mammillaria	aurisaeta		Synonym	wfo-0001288910
wfo-0000369701	Mammillaria	auritricha		Synonym	wfo-0001256418
wfo-0000369764	Mammillaria	freudenbergeri		Synonym	wfo-0001256435
wfo-0000369765	Mammillaria	fuauxiana		Synonym	wfo-0001255848
wfo-0000369766	Mammillaria	fuliginosa		Synonym	wfo-0000369283
wfo-0000369768	Mammillaria	flaviceps		Synonym	wfo-0001288945
wfo-0000369769	Mammillaria	flava		Synonym	wfo-0001288977
wfo-0000369770	Mammillaria	fobeana		Synonym	wfo-0000369893
wfo-0000369773	Mammillaria	flavicoma		Unchecked	
wfo-0000369774	Mammillaria	flavihamata		Synonym	wfo-0001256354
wfo-0000369775	Mammillaria	floccigera		Synonym	wfo-0001288945
wfo-0000369776	Mammillaria	floresii		Synonym	wfo-0001256418
wfo-0000369778	Mammillaria	gigantothele		Synonym	wfo-0001287097
wfo-0000369780	Mammillaria	gilensis		Synonym	wfo-0001256354
wfo-0000369781	Mammillaria	gajii		Accepted	
wfo-0000369783	Mammillaria	gasterantha		Synonym	wfo-0001288977
wfo-0000369784	Mammillaria	gebweileriana		Synonym	wfo-0001247809
wfo-0000369787	Mammillaria	echinata		Synonym	wfo-0001288776
wfo-0000369788	Mammillaria	echinoides		Unchecked	
wfo-0000369789	Mammillaria	echinops		Synonym	wfo-0001286978
wfo-0000369791	Mammillaria	felipensis		Synonym	wfo-0001256273
wfo-0000369792	Mammillaria	eichlamii		Accepted	
wfo-0000369793	Mammillaria	ekmanii		Synonym	wfo-0000369893
wfo-0000369794	Mammillaria	farinosa		Synonym	wfo-0001288848
wfo-0000369795	Mammillaria	enneacantha		Unchecked	
wfo-0000369797	Mammillaria	eugenia		Synonym	wfo-0001288945
wfo-0000369798	Mammillaria	emundtsiana		Unchecked	
wfo-0000369799	Mammillaria	falcata		Synonym	wfo-0001247809
wfo-0000369800	Mammillaria	falsicrucigera		Unchecked	
wfo-0000369801	Mammillaria	fennelii		Synonym	wfo-0001289018
wfo-0000369803	Mammillaria	evanescens		Synonym	wfo-0000623261
wfo-0000369804	Mammillaria	erectohamata		Synonym	wfo-0001288745
wfo-0000369805	Mammillaria	eriacantha		Accepted	
wfo-0000369806	Mammillaria	eriantha		Unchecked	
wfo-0000369808	Mammillaria	esseriana		Synonym	wfo-0001255881
wfo-0000369809	Mammillaria	erythra		Synonym	wfo-0001288875
wfo-0000369810	Mammillaria	erythrocalix		Synonym	wfo-0001288323
wfo-0000369812	Mammillaria	escobaria		Synonym	wfo-0001302750
wfo-0000369816	Mammillaria	helicteres		Unchecked	
wfo-0000369817	Mammillaria	hemisphaerica		Synonym	wfo-0001256215
wfo-0000369818	Mammillaria	hepatica		Synonym	wfo-0001288977
wfo-0000369819	Mammillaria	queretarica		Synonym	wfo-0001286977
wfo-0000369821	Mammillaria	herrmannii		Synonym	wfo-0001288977
wfo-0000369822	Mammillaria	heteracantha		Synonym	wfo-0000623338
wfo-0000369823	Mammillaria	punctata		Synonym	wfo-0001288945
wfo-0000369824	Mammillaria	hennisii		Synonym	wfo-0001434877
wfo-0000369825	Mammillaria	pyrrhacantha		Unchecked	
wfo-0000369826	Mammillaria	purpurascens		Synonym	wfo-0001288977
wfo-0000369827	Mammillaria	purpusii		Synonym	wfo-0001287041
wfo-0000369829	Mammillaria	heeseana		Synonym	wfo-0001256329
wfo-0000369830	Mammillaria	pyramidalis		Unchecked	
wfo-0000369831	Mammillaria	haynii		Synonym	wfo-0001288977
wfo-0000369832	Mammillaria	pyrrhocentra		Synonym	wfo-0001288945
wfo-0000369833	Mammillaria	quadrata		Unchecked	
wfo-0000369835	Mammillaria	hopferiana		Synonym	wfo-0001247809
wfo-0000369836	Mammillaria	hubertmulleri		Synonym	wfo-0001256320
wfo-0000369837	Mammillaria	huiguerensis		Synonym	wfo-0001256329
wfo-0000369838	Mammillaria	heteracentra		Unchecked	
wfo-0000369840	Mammillaria	hyatricina		Unchecked	
wfo-0000369841	Mammillaria	hybrida		Synonym	wfo-0001288945
wfo-0000369842	Mammillaria	hexacentra		Synonym	wfo-0001287097
wfo-0000369844	Mammillaria	hoffmannseggii		Synonym	wfo-0001286978
wfo-0000369846	Mammillaria	hirschtiana		Synonym	wfo-0001302768
wfo-0000369847	Mammillaria	pulvilligera		Synonym	wfo-0000547477
wfo-0000369849	Mammillaria	haehneliana		Synonym	wfo-0001288719
wfo-0000369850	Mammillaria	purpuracea		Synonym	wfo-0000547477
wfo-0000369853	Mammillaria	guiengolensis		Synonym	wfo-0001288717
wfo-0000369854	Mammillaria	guillauminiana		Accepted	
wfo-0000369855	Mammillaria	gueldemanniana		Synonym	wfo-0000613657
wfo-0000369858	Mammillaria	pseudosimplex		Synonym	wfo-0000369283
wfo-0000369859	Mammillaria	puberula		Synonym	wfo-0001255886
wfo-0000369861	Mammillaria	pullihamata		Synonym	wfo-0001256348
wfo-0000369862	Mammillaria	pullihamata		Synonym	wfo-0001256348
wfo-0000369863	Mammillaria	pubispina		Synonym	wfo-0001288745
wfo-0000369864	Mammillaria	hamiltonhoytiae		Synonym	wfo-0001256136
wfo-0000369866	Mammillaria	pseudoalamensis		Synonym	wfo-0000613657
wfo-0000369867	Mammillaria	hamuligera		Synonym	wfo-0001430484
wfo-0000369868	Mammillaria	pseudorekoi		Synonym	wfo-0001256348
wfo-0000369870	Mammillaria	hastifera		Synonym	wfo-0001256136
wfo-0000369871	Mammillaria	psendofuscata		Synonym	wfo-0001288758
wfo-0000369872	Mammillaria	pseudomamillaris		Synonym	wfo-0001288765
wfo-0000369875	Mammillaria	grandis		Unchecked	
wfo-0000369876	Mammillaria	closiana		Synonym	wfo-0001288830
wfo-0000369877	Mammillaria	globosa		Synonym	wfo-0001287097
wfo-0000369878	Mammillaria	glochidiata		Accepted	
wfo-0000369880	Mammillaria	glomerata		Synonym	wfo-0001287028
wfo-0000369881	Mammillaria	confinis		Unchecked	
wfo-0000369882	Mammillaria	confinis		Synonym	wfo-0001288765
wfo-0000369884	Mammillaria	contacta		Unchecked	
wfo-0000369886	Mammillaria	convoluta		Unchecked	
wfo-0000369887	Mammillaria	coniflora		Synonym	wfo-0001288765
wfo-0000369888	Mammillaria	guanajuatensis		Synonym	wfo-0001256136
wfo-0000369889	Mammillaria	coccinea		Synonym	wfo-0000641586
wfo-0000369891	Mammillaria	columbiana		Accepted	
wfo-0000369892	Mammillaria	compacticaulis		Synonym	wfo-0001256443
wfo-0000369893	Mammillaria	columbiana	yucatanensis	Accepted	
wfo-0000369894	Mammillaria	columnaris		Synonym	wfo-0001286978
wfo-0000369895	Mammillaria	columnaroides		Unchecked	
wfo-0000369896	Mammillaria	claviformis		Synonym	wfo-0001288323
wfo-0000369898	Mammillaria	canescens		Unchecked	
wfo-0000369899	Mammillaria	castaneoides		Unchecked	
wfo-0000369900	Mammillaria	cantera		Unchecked	
wfo-0000369901	Mammillaria	calcarata		Synonym	wfo-0000623412
wfo-0000369902	Mammillaria	caracassana		Synonym	wfo-0000369283
wfo-0000369905	Mammillaria	canescens		Synonym	wfo-0001288765
wfo-0000369907	Mammillaria	buchheimiana		Synonym	wfo-0001287092
wfo-0000369908	Mammillaria	bullardiana		Synonym	wfo-0001430468
wfo-0000369910	Mammillaria	calochlora		Synonym	wfo-0000623326
wfo-0000369911	Mammillaria	cadereytensis		Synonym	wfo-0001286977
wfo-0000369912	Mammillaria	calleana		Synonym	wfo-0001255887
wfo-0000369913	Mammillaria	caesia		Synonym	wfo-0001288977
wfo-0000369914	Mammillaria	caespitosa		Synonym	wfo-0001288776
wfo-0000369915	Mammillaria	caespitosa		Synonym	wfo-0001288776
wfo-0000369916	Mammillaria	castaneoides		Synonym	wfo-0001288977
wfo-0000369918	Mammillaria	buxbaumeriana		Synonym	wfo-0001288758
wfo-0000369919	Mammillaria	circumtexta		Unchecked	
wfo-0000369920	Mammillaria	chavezei		Synonym	wfo-0000613654
wfo-0000369921	Mammillaria	chica		Synonym	wfo-0001271933
wfo-0000369922	Mammillaria	casoi		Synonym	wfo-0001256418
wfo-0000369924	Mammillaria	cirrifera		Synonym	wfo-0001287024
wfo-0000369925	Mammillaria	cirrosa		Synonym	wfo-0001247809
wfo-0000369926	Mammillaria	citrina		Unchecked	
wfo-0000369927	Mammillaria	catafracta		Synonym	wfo-0001286978
wfo-0000369928	Mammillaria	cataphracta		Unchecked	
wfo-0000369930	Mammillaria	caudata		Unchecked	
wfo-0000369931	Mammillaria	chaffeyi		Synonym	wfo-0001302748
wfo-0000369933	Mammillaria	ceratophora		Synonym	wfo-0001247809
wfo-0000369934	Mammillaria	cordigera		Synonym	wfo-0001255866
wfo-0000369936	Mammillaria	conzattii		Synonym	wfo-0001288830
wfo-0000369938	Mammillaria	dichotoma		Unchecked	
wfo-0000369939	Mammillaria	diacantha		Synonym	wfo-0001256132
wfo-0000369940	Mammillaria	diacantha		Synonym	wfo-0001256132
wfo-0000369941	Mammillaria	diacentra		Synonym	wfo-0001288945
wfo-0000369942	Mammillaria	diaphanacantha		Synonym	wfo-0001430470
wfo-0000369944	Mammillaria	dietrichiae		Synonym	wfo-0001288898
wfo-0000369945	Mammillaria	digitalis		Synonym	wfo-0001287454
wfo-0000369946	Mammillaria	diguetii		Synonym	wfo-0001288968
wfo-0000369947	Mammillaria	dolichacantha		Synonym	wfo-0001286978
wfo-0000369949	Mammillaria	droegeana		Synonym	wfo-0001288319
wfo-0000369950	Mammillaria	ebenacantha		Synonym	wfo-0001288830
wfo-0000369953	Mammillaria	bucareliensis		Synonym	wfo-0001247809
wfo-0000369956	Mammillaria	crispiseta		Synonym	wfo-0001288875
wfo-0000369957	Mammillaria	coronata		Synonym	wfo-0001288977
wfo-0000369958	Mammillaria	eburnea		Synonym	wfo-0001288800
wfo-0000369959	Mammillaria	corioides		Unchecked	
wfo-0000369961	Mammillaria	cornifera		Synonym	wfo-0000623231
wfo-0000369962	Mammillaria	cornimamma		Synonym	wfo-0000623254
wfo-0000369963	Mammillaria	coronata		Synonym	wfo-0001430470
wfo-0000369964	Mammillaria	coryphides		Unchecked	
wfo-0000369965	Mammillaria	cowperae		Synonym	wfo-0001256271
