taxonID	genus	specificEpithet	infraspecificEpithet	taxonomicStatus	acceptedNameUsageID
wfo-0000570835	Brasiliopuntia	neoargentina		Synonym	wfo-0000570832
wfo-0000570836	Brasiliopuntia	schulzii		Accepted	
wfo-0000570837	Brasiliopuntia	subacarpa		Synonym	wfo-0000570832
wfo-0000570839	Brasiliparodia	alacriportana		Synonym	wfo-0001255996
wfo-0000570840	Brasiliparodia	brevihamata		Synonym	wfo-0001255996
wfo-0000570841	Brasiliparodia	buenekeri		Synonym	wfo-0001255996
wfo-0000570842	Brasiliparodia	catarinensis		Synonym	wfo-0001255996
wfo-0000570844	Brasiliparodia	rechensis		Synonym	wfo-0000398474
wfo-0000571885	Bravocactus	horripilus		Synonym	wfo-0001431238
wfo-0000571886	Bravocactus	horripilus	wrobelianus	Synonym	wfo-0001431238
wfo-0000572192	Bridgesia	cumingii		Unchecked	
wfo-0000572195	Bridgesia	villosa		Unchecked	
wfo-0000572312	Brittonia	davisii		Synonym	wfo-0000686296
wfo-0000572313	Brittonrosea	albata		Synonym	wfo-0001256506
wfo-0000572314	Brittonrosea	anfractuosa		Synonym	wfo-0001434151
wfo-0000572315	Brittonrosea	arrigens		Synonym	wfo-0001434152
wfo-0000572316	Brittonrosea	confusa		Synonym	wfo-0001434159
wfo-0000572317	Brittonrosea	coptonogona		Synonym	wfo-0001434155
wfo-0000572318	Brittonrosea	crispata		Synonym	wfo-0001434156
wfo-0000572319	Brittonrosea	dichroacantha		Synonym	wfo-0001286298
wfo-0000572320	Brittonrosea	gladiata		Synonym	wfo-0001256505
wfo-0000572321	Brittonrosea	grandicornis		Synonym	wfo-0001434156
wfo-0000572323	Brittonrosea	hastata		Synonym	wfo-0001434159
wfo-0000572324	Brittonrosea	heteracantha		Synonym	wfo-0001434158
wfo-0000572325	Brittonrosea	lamellosa		Synonym	wfo-0001434159
wfo-0000572326	Brittonrosea	lancifera		Synonym	wfo-0001286308
wfo-0000572327	Brittonrosea	lloydii		Synonym	wfo-0001286310
wfo-0000572328	Brittonrosea	multicostata		Synonym	wfo-0001256501
wfo-0000572329	Brittonrosea	obvallata		Synonym	wfo-0001434160
wfo-0000572330	Brittonrosea	pentacantha		Synonym	wfo-0001434161
wfo-0000572331	Brittonrosea	phyllacantha		Synonym	wfo-0001434163
wfo-0000572332	Brittonrosea	violaciflora		Synonym	wfo-0001286300
wfo-0000572333	Brittonrosea	wippermannii		Synonym	wfo-0001434166
wfo-0000572334	Brittonrosea	zacatecasensis		Synonym	wfo-0001286310
wfo-0000572628	Browningia	albiceps		Synonym	wfo-0000572642
wfo-0000572631	Browningia	altissima		Accepted	
wfo-0000572632	Browningia	amstutziae		Accepted	
wfo-0000572633	Browningia	caineana		Synonym	wfo-0000589974
wfo-0000572634	Browningia	candelaris		Accepted	
wfo-0000572635	Browningia	candelaris	icaensis	Accepted	
wfo-0000572636	Browningia	chlorocarpa		Accepted	
wfo-0000572637	Browningia	columnaris		Accepted	
wfo-0000572638	Browningia	hernandezii		Accepted	
wfo-0000572639	Browningia	hertlingiana		Accepted	
wfo-0000572640	Browningia	icaensis		Synonym	wfo-0000572635
wfo-0000572642	Browningia	microsperma		Accepted	
wfo-0000572643	Browningia	pilleifera		Accepted	
wfo-0000572644	Browningia	riosaniensis		Synonym	wfo-0001287612
wfo-0000572645	Browningia	viridis		Synonym	wfo-0000572639
wfo-0000574486	Buiningia	brevicylindrica		Synonym	wfo-0000614636
wfo-0000574488	Buiningia	brevicylindrica	elongata	Synonym	wfo-0000614636
wfo-0000574489	Buiningia	brevicylindrica	longispina	Synonym	wfo-0000614636
wfo-0000574490	Buiningia	purpurea		Synonym	wfo-0000614671
wfo-0000577637	Cactus	abnormis		Synonym	wfo-0000597193
wfo-0000577638	Cactus	acanthostephes		Synonym	wfo-0000623360
wfo-0000577639	Cactus	acicularis		Synonym	wfo-0001288945
wfo-0000577640	Cactus	aciculatus		Synonym	wfo-0001288694
wfo-0000577641	Cactus	ackermannii		Synonym	wfo-0000652208
wfo-0000577643	Cactus	actinopleus		Synonym	wfo-0001288977
wfo-0000577644	Cactus	aeruginosus		Synonym	wfo-0001288728
wfo-0000577645	Cactus	affinis		Synonym	wfo-0001286978
wfo-0000577646	Cactus	alatus		Synonym	wfo-0001257242
wfo-0000577647	Cactus	alatus		Synonym	wfo-0000399679
wfo-0000577648	Cactus	alatus		Synonym	wfo-0000399679
wfo-0000577649	Cactus	albisetosus		Unchecked	
wfo-0000577650	Cactus	alpinus		Synonym	wfo-0001287097
wfo-0000577651	Cactus	alteolens		Synonym	wfo-0000651996
wfo-0000577652	Cactus	alternatus		Synonym	wfo-0001247809
wfo-0000577656	Cactus	amabilis		Synonym	wfo-0001288977
wfo-0000577657	Cactus	ambiguus		Synonym	wfo-0001288473
wfo-0000577658	Cactus	ambiguus		Unchecked	
wfo-0000577660	Cactus	ancistracanthus		Synonym	wfo-0000623222
wfo-0000577661	Cactus	ancistrius		Synonym	wfo-0001288756
wfo-0000577662	Cactus	ancistroides		Synonym	wfo-0000369878
wfo-0000577663	Cactus	anguineus		Synonym	wfo-0001288776
wfo-0000577664	Cactus	anizogonus		Synonym	wfo-0001434107
wfo-0000577665	Cactus	antonii		Synonym	wfo-0001287105
wfo-0000577667	Cactus	arboreus		Synonym	wfo-0000570832
wfo-0000577668	Cactus	areolosus		Synonym	wfo-0000547477
wfo-0000577670	Cactus	atratus		Synonym	wfo-0001288945
wfo-0000577671	Cactus	atroruber		Synonym	wfo-0001288707
wfo-0000577672	Cactus	atrosanguineus		Synonym	wfo-0001288977
wfo-0000577673	Cactus	aulacanthus		Synonym	wfo-0001288709
wfo-0000577674	Cactus	aulacothele		Synonym	wfo-0000623330
wfo-0000577675	Cactus	aurantiaca		Synonym	wfo-0001287228
wfo-0000577676	Cactus	aureiceps		Synonym	wfo-0001288945
wfo-0000577678	Cactus	aureus		Synonym	wfo-0000621887
wfo-0000577679	Cactus	auricomus		Synonym	wfo-0001256415
wfo-0000577680	Cactus	auroreus		Synonym	wfo-0001288977
wfo-0000577681	Cactus	ayrampo		Synonym	wfo-0000524753
wfo-0000577682	Cactus	bahiensis		Synonym	wfo-0001288713
wfo-0000577683	Cactus	barbatus		Synonym	wfo-0000613654
wfo-0000577684	Cactus	barlowii		Synonym	wfo-0001287097
wfo-0000577685	Cactus	bellatulus		Synonym	wfo-0001288800
wfo-0000577686	Cactus	beneckei		Synonym	wfo-0001288717
wfo-0000577687	Cactus	berteroi		Synonym	wfo-0000676131
wfo-0000577689	Cactus	bicolor		Synonym	wfo-0001256544
wfo-0000577690	Cactus	bicolor		Synonym	wfo-0001256544
wfo-0000577691	Cactus	biglandulosus		Synonym	wfo-0000623330
wfo-0000577692	Cactus	bihamatus		Synonym	wfo-0001287030
wfo-0000577693	Cactus	bleo		Synonym	wfo-0001431294
wfo-0000577694	Cactus	bleo		Synonym	wfo-0000632390
wfo-0000577695	Cactus	bocasanus		Synonym	wfo-0001288719
wfo-0000577696	Cactus	bockii		Synonym	wfo-0001247809
wfo-0000577697	Cactus	bolivianus		Unchecked	
wfo-0000577700	Cactus	bonplandii		Synonym	wfo-0001289985
wfo-0000577701	Cactus	bradypus		Synonym	wfo-0000594770
wfo-0000577702	Cactus	brandegeei		Synonym	wfo-0001286967
wfo-0000577703	Cactus	brasiliensis		Synonym	wfo-0000570832
wfo-0000577704	Cactus	brevimamma		Synonym	wfo-0000623267
wfo-0000577706	Cactus	broadwayi		Synonym	wfo-0001288724
wfo-0000577707	Cactus	brunneus		Synonym	wfo-0000623219
wfo-0000577708	Cactus	bulbispinus		Synonym	wfo-0000710634
wfo-0000577709	Cactus	caesius		Synonym	wfo-0000369383
wfo-0000577711	Cactus	caespititius		Synonym	wfo-0001288726
wfo-0000577712	Cactus	calcaratus		Synonym	wfo-0000623412
wfo-0000577713	Cactus	californicus		Synonym	wfo-0000632348
wfo-0000577714	Cactus	canescens		Synonym	wfo-0001288945
wfo-0000577715	Cactus	capillaris		Synonym	wfo-0001288945
wfo-0000577716	Cactus	caripensis		Synonym	wfo-0000399853
wfo-0000577717	Cactus	carneus		Synonym	wfo-0001288728
wfo-0000577718	Cactus	coronatus		Synonym	wfo-0001288977
wfo-0000577719	Cactus	cassythoides		Synonym	wfo-0001255639
wfo-0000577720	Cactus	caudata		Unchecked	
wfo-0000577722	Cactus	celsianus		Synonym	wfo-0001288872
wfo-0000577723	Cactus	centricirrhus		Synonym	wfo-0001247809
wfo-0000577724	Cactus	centrispinus		Synonym	wfo-0001288945
wfo-0000577725	Cactus	cephalophorus		Synonym	wfo-0000623379
wfo-0000577726	Cactus	chilensis		Synonym	wfo-0000385755
wfo-0000577727	Cactus	chiloensis		Synonym	wfo-0001431283
wfo-0000577728	Cactus	chinensis		Synonym	wfo-0000385755
wfo-0000577730	Cactus	chlorocarpus		Synonym	wfo-0000572636
wfo-0000577732	Cactus	chrysacanthus		Synonym	wfo-0001256355
wfo-0000577733	Cactus	cirrhifer		Synonym	wfo-0001287024
wfo-0000577734	Cactus	clavatus		Synonym	wfo-0000710636
wfo-0000577735	Cactus	clavus		Synonym	wfo-0000623330
wfo-0000577736	Cactus	coccineus		Synonym	wfo-0000641586
wfo-0000577737	Cactus	cochenillifer		Synonym	wfo-0001433101
wfo-0000577739	Cactus	columnaris		Synonym	wfo-0001288800
wfo-0000577740	Cactus	communis		Synonym	wfo-0001287105
wfo-0000577741	Cactus	compactus		Synonym	wfo-0000623226
wfo-0000577743	Cactus	compressus		Synonym	wfo-0000385761
wfo-0000577744	Cactus	compressus		Synonym	wfo-0001287024
wfo-0000577745	Cactus	conicus		Synonym	wfo-0000369283
wfo-0000577746	Cactus	conoideus		Synonym	wfo-0001430470
wfo-0000577747	Cactus	conopseus		Synonym	wfo-0001255881
wfo-0000577748	Cactus	coquimbanus		Unchecked	
wfo-0000577749	Cactus	coranarius		Synonym	wfo-0000557330
wfo-0000577750	Cactus	cornigerus		Synonym	wfo-0000686307
wfo-0000577751	Cactus	corollarius		Synonym	wfo-0001288741
wfo-0000577753	Cactus	coronatus		Synonym	wfo-0001287105
wfo-0000577754	Cactus	coronatus		Synonym	wfo-0001430470
wfo-0000577755	Cactus	corrugatus		Synonym	wfo-0000524758
wfo-0000577756	Cactus	crassispinus		Synonym	wfo-0001288945
wfo-0000577757	Cactus	crebrispinus		Synonym	wfo-0001430470
wfo-0000577758	Cactus	crinitus		Synonym	wfo-0001288745
wfo-0000577759	Cactus	crispatus		Synonym	wfo-0001434156
wfo-0000577760	Cactus	crocidatus		Synonym	wfo-0001288916
wfo-0000577761	Cactus	cruciformis		Synonym	wfo-0000357990
wfo-0000577762	Cactus	cruciger		Synonym	wfo-0001288747
wfo-0000577765	Cactus	curassavicus		Synonym	wfo-0000386595
wfo-0000577766	Cactus	curvispinus		Synonym	wfo-0000676048
wfo-0000577767	Cactus	curvispinus		Synonym	wfo-0001288765
wfo-0000577768	Cactus	cylindraceus		Synonym	wfo-0000369805
wfo-0000577769	Cactus	cylindricus		Synonym	wfo-0000557330
wfo-0000577770	Cactus	cylindricus		Synonym	wfo-0001288977
wfo-0000577771	Cactus	cylindricus		Synonym	wfo-0000399721
wfo-0000577772	Cactus	cylindricus		Synonym	wfo-0000632390
wfo-0000577773	Cactus	dasyacanthus		Synonym	wfo-0001302746
wfo-0000577774	Cactus	dealbatus		Synonym	wfo-0001256153
wfo-0000577776	Cactus	decipiens		Synonym	wfo-0001288756
wfo-0000577777	Cactus	decumanus		Synonym	wfo-0000385761
wfo-0000577778	Cactus	densispinus		Synonym	wfo-0001288758
wfo-0000577779	Cactus	densus		Synonym	wfo-0001288776
wfo-0000577780	Cactus	depressus		Synonym	wfo-0001256018
wfo-0000577781	Cactus	depressus		Synonym	wfo-0001288765
wfo-0000577782	Cactus	depressus		Synonym	wfo-0001287030
wfo-0000577783	Cactus	depressus		Synonym	wfo-0000375270
wfo-0000577784	Cactus	diadema		Synonym	wfo-0001247809
wfo-0000577785	Cactus	dillenii		Synonym	wfo-0000386551
wfo-0000577787	Cactus	disciformis		Synonym	wfo-0001287054
wfo-0000577788	Cactus	discolor		Synonym	wfo-0001288765
wfo-0000577789	Cactus	divaricatus		Synonym	wfo-0001431174
wfo-0000577790	Cactus	divaricatus		Synonym	wfo-0001247809
wfo-0000577791	Cactus	divergens		Synonym	wfo-0001247809
wfo-0000577792	Cactus	dolichocentrus		Synonym	wfo-0001256335
wfo-0000577793	Cactus	dyckianus		Synonym	wfo-0001288800
wfo-0000577794	Cactus	eborinus		Synonym	wfo-0001288770
wfo-0000577795	Cactus	eburneus		Synonym	wfo-0000438960
wfo-0000577796	Cactus	eburneus		Synonym	wfo-0000438960
wfo-0000577798	Cactus	echinata		Synonym	wfo-0001255918
wfo-0000577799	Cactus	echinocactoides		Synonym	wfo-0001430470
wfo-0000577800	Cactus	echinocarpus		Synonym	wfo-0000632371
wfo-0000577801	Cactus	echinus		Synonym	wfo-0001288385
wfo-0000577802	Cactus	ehrenbergii		Synonym	wfo-0001247809
wfo-0000577803	Cactus	elatior		Synonym	wfo-0000385771
wfo-0000577804	Cactus	elegans		Synonym	wfo-0000652236
wfo-0000577805	Cactus	elegans		Synonym	wfo-0001288800
wfo-0000577806	Cactus	elephantidens		Synonym	wfo-0000623254
wfo-0000577807	Cactus	elongatus		Synonym	wfo-0000385761
wfo-0000577809	Cactus	elongatus		Synonym	wfo-0001288776
wfo-0000577810	Cactus	emoryi		Synonym	wfo-0000710638
wfo-0000577811	Cactus	engelmannii		Synonym	wfo-0000623376
wfo-0000577812	Cactus	ensiformis		Unchecked	
wfo-0000577813	Cactus	epidendrum		Synonym	wfo-0000399853
wfo-0000577814	Cactus	erectacanthus		Synonym	wfo-0001256433
wfo-0000577815	Cactus	erectus		Synonym	wfo-0000623261
wfo-0000577816	Cactus	eriacanthus		Synonym	wfo-0000369805
wfo-0000577817	Cactus	erinaceus		Synonym	wfo-0001256018
wfo-0000577818	Cactus	eschanzieri		Synonym	wfo-0001288719
wfo-0000577820	Cactus	euphorbioides		Synonym	wfo-0000594697
wfo-0000577821	Cactus	eximius		Synonym	wfo-0001288977
wfo-0000577822	Cactus	exudans		Synonym	wfo-0000623330
wfo-0000577823	Cactus	fascicularis		Synonym	wfo-0001287831
wfo-0000577824	Cactus	fasciculatus		Synonym	wfo-0000399853
wfo-0000577825	Cactus	fasciculatus		Synonym	wfo-0000661250
wfo-0000577826	Cactus	fellneri		Synonym	wfo-0001288787
wfo-0000577827	Cactus	ferox		Synonym	wfo-0000619503
wfo-0000577828	Cactus	ferox		Synonym	wfo-0001287039
wfo-0000577830	Cactus	ficus		Synonym	wfo-0000385761
wfo-0000577831	Cactus	ficus-indica		Synonym	wfo-0000385761
wfo-0000577832	Cactus	fimbriatus		Synonym	wfo-0001434175
wfo-0000577833	Cactus	fimbriatus		Synonym	wfo-0001431296
wfo-0000577834	Cactus	fimbriatus		Synonym	wfo-0001434175
wfo-0000577835	Cactus	fischeri		Synonym	wfo-0001256226
wfo-0000577836	Cactus	flagelliformis		Synonym	wfo-0000540915
wfo-0000577837	Cactus	flavescens		Synonym	wfo-0001287101
wfo-0000577838	Cactus	flavispinus		Synonym	wfo-0000609243
wfo-0000577839	Cactus	floribundus		Synonym	wfo-0000676131
wfo-0000577841	Cactus	foersteri		Synonym	wfo-0001247809
wfo-0000577842	Cactus	foliosus		Unchecked	
wfo-0000577844	Cactus	formosus		Synonym	wfo-0001288793
wfo-0000577845	Cactus	foveolatus		Synonym	wfo-0001247809
wfo-0000577846	Cactus	fragilis		Synonym	wfo-0000385744
wfo-0000577847	Cactus	frutescens		Synonym	wfo-0000397847
wfo-0000577848	Cactus	fulvispinosus		Synonym	wfo-0000597117
wfo-0000577849	Cactus	fulvispinus		Synonym	wfo-0001256355
wfo-0000577850	Cactus	funalis		Synonym	wfo-0000399721
wfo-0000577852	Cactus	funckii		Synonym	wfo-0001288875
wfo-0000577853	Cactus	fuscatus		Synonym	wfo-0001256355
wfo-0000577854	Cactus	gabbii		Synonym	wfo-0001255870
wfo-0000577855	Cactus	geminatus		Synonym	wfo-0001288830
wfo-0000577856	Cactus	geminispinus		Synonym	wfo-0001288800
wfo-0000577857	Cactus	gibbosus		Synonym	wfo-0000712464
wfo-0000577858	Cactus	gibbosus		Synonym	wfo-0000676131
wfo-0000577859	Cactus	glabratus		Synonym	wfo-0001288802
wfo-0000577860	Cactus	gladiatus		Synonym	wfo-0001247809
wfo-0000577861	Cactus	glanduliger		Synonym	wfo-0000623267
wfo-0000577863	Cactus	glaucus		Synonym	wfo-0001247809
wfo-0000577864	Cactus	glochidiatus		Synonym	wfo-0000369878
wfo-0000577865	Cactus	glomeratus		Synonym	wfo-0001287028
wfo-0000577866	Cactus	goodridgii		Synonym	wfo-0001248226
wfo-0000577867	Cactus	gracilis		Synonym	wfo-0001256427
wfo-0000577868	Cactus	grahamii		Synonym	wfo-0000613657
wfo-0000577869	Cactus	grahlianus		Synonym	wfo-0000691803
wfo-0000577870	Cactus	grandicornis		Synonym	wfo-0001247809
wfo-0000577871	Cactus	grandiflorus		Synonym	wfo-0000438959
wfo-0000577872	Cactus	grandiflorus		Synonym	wfo-0001430470
wfo-0000577875	Cactus	grandifolius		Synonym	wfo-0000398430
wfo-0000577876	Cactus	granulatus		Synonym	wfo-0001256345
wfo-0000577877	Cactus	griseus		Synonym	wfo-0001287028
wfo-0000577878	Cactus	guillemianus		Synonym	wfo-0001247809
wfo-0000577879	Cactus	gummifer		Synonym	wfo-0001256214
wfo-0000577880	Cactus	haageanus		Synonym	wfo-0001288813
wfo-0000577881	Cactus	haematactinus		Synonym	wfo-0001288814
wfo-0000577882	Cactus	halei		Synonym	wfo-0000613658
wfo-0000577883	Cactus	hamatus		Synonym	wfo-0001288815
wfo-0000577884	Cactus	harlowii		Synonym	wfo-0001288816
wfo-0000577887	Cactus	haworthii		Synonym	wfo-0000597421
wfo-0000577888	Cactus	heinei		Synonym	wfo-0001288977
wfo-0000577890	Cactus	hemisphaericus		Synonym	wfo-0001287092
wfo-0000577891	Cactus	heptagonus		Synonym	wfo-0001434175
wfo-0000577893	Cactus	hernandezii		Synonym	wfo-0001287153
wfo-0000577894	Cactus	heterocladus		Synonym	wfo-0000570832
wfo-0000577895	Cactus	heterogonus		Unchecked	
wfo-0000577897	Cactus	heteromorphus		Synonym	wfo-0001302756
wfo-0000577898	Cactus	hexagonus		Synonym	wfo-0000597191
wfo-0000577899	Cactus	hexagonus		Synonym	wfo-0000597191
wfo-0000577900	Cactus	hexagonus		Synonym	wfo-0001245369
wfo-0000577901	Cactus	heyderi		Synonym	wfo-0001287092
wfo-0000577902	Cactus	heyderi	hemisphaericus	Synonym	wfo-0001256215
wfo-0000577903	Cactus	horridus		Synonym	wfo-0000386048
wfo-0000577904	Cactus	horridus		Synonym	wfo-0001287452
wfo-0000577905	Cactus	horridus		Synonym	wfo-0000676048
wfo-0000577907	Cactus	humboldtii		Synonym	wfo-0001430241
wfo-0000577908	Cactus	humboldtii		Synonym	wfo-0001288822
wfo-0000577909	Cactus	humifusus		Synonym	wfo-0000385811
wfo-0000577910	Cactus	humilis		Synonym	wfo-0000386048
wfo-0000577912	Cactus	hybridus		Synonym	wfo-0001302942
wfo-0000577913	Cactus	hyptiacanthus		Synonym	wfo-0000712493
wfo-0000577914	Cactus	hystrix		Synonym	wfo-0001434175
wfo-0000577915	Cactus	hystrix		Synonym	wfo-0001247809
wfo-0000577916	Cactus	icosagonus		Synonym	wfo-0000569417
wfo-0000577918	Cactus	imbricatus		Synonym	wfo-0000632390
wfo-0000577919	Cactus	incurvus		Synonym	wfo-0001288825
wfo-0000577920	Cactus	indicus		Synonym	wfo-0000385755
wfo-0000577921	Cactus	intertextus		Synonym	wfo-0001288776
wfo-0000577922	Cactus	intortus		Synonym	wfo-0001287105
wfo-0000577923	Cactus	irregularis		Synonym	wfo-0001288827
wfo-0000577924	Cactus	isabellinus		Synonym	wfo-0001288977
wfo-0000577925	Cactus	jamacaru		Synonym	wfo-0000597243
wfo-0000577926	Cactus	jansenianus		Synonym	wfo-0001287470
wfo-0000577927	Cactus	jenkinsonii		Synonym	wfo-0001302942
wfo-0000577929	Cactus	jucundus		Synonym	wfo-0001288829
wfo-0000577930	Cactus	kagenickii		Synonym	wfo-0001431143
wfo-0000577931	Cactus	karwinskianus		Synonym	wfo-0001288830
wfo-0000577932	Cactus	kleinii		Synonym	wfo-0001288831
wfo-0000577933	Cactus	klugii		Synonym	wfo-0001288800
wfo-0000577934	Cactus	kotschubeyi		Synonym	wfo-0000623412
wfo-0000577935	Cactus	krameri		Synonym	wfo-0001247809
wfo-0000577936	Cactus	kunthii		Synonym	wfo-0001288813
wfo-0000577937	Cactus	lactescens		Synonym	wfo-0001247809
wfo-0000577938	Cactus	laetus		Synonym	wfo-0000548621
wfo-0000577940	Cactus	lamarkii		Synonym	wfo-0001287105
wfo-0000577941	Cactus	lanatus		Synonym	wfo-0000680868
wfo-0000577942	Cactus	lanceolatus		Synonym	wfo-0000385761
wfo-0000577943	Cactus	langsdorfii		Synonym	wfo-0001252386
wfo-0000577944	Cactus	lanifer		Synonym	wfo-0001288872
wfo-0000577945	Cactus	lanuginosus		Synonym	wfo-0000397760
wfo-0000577946	Cactus	lasiacanthus		Synonym	wfo-0001287096
wfo-0000577947	Cactus	latimamma		Synonym	wfo-0000623360
wfo-0000577948	Cactus	latispinus		Synonym	wfo-0000686307
wfo-0000577950	Cactus	lecchii		Synonym	wfo-0001431143
wfo-0000577951	Cactus	lehmannii		Synonym	wfo-0001247809
wfo-0000577952	Cactus	lemairei		Synonym	wfo-0001289753
wfo-0000577953	Cactus	leucocentrus		Synonym	wfo-0001288800
wfo-0000577954	Cactus	leucodasys		Synonym	wfo-0000369201
wfo-0000577955	Cactus	leucodictyus		Synonym	wfo-0001288846
wfo-0000577956	Cactus	leucotrichus		Synonym	wfo-0001288875
wfo-0000577957	Cactus	linkeanus		Synonym	wfo-0001288977
wfo-0000577958	Cactus	linkii		Synonym	wfo-0001220117
wfo-0000577959	Cactus	lividus		Synonym	wfo-0001288848
wfo-0000577961	Cactus	longimamma		Synonym	wfo-0001287097
wfo-0000577962	Cactus	longisetus		Synonym	wfo-0001287024
wfo-0000577963	Cactus	loricatus		Synonym	wfo-0000623338
wfo-0000577964	Cactus	lucidus		Synonym	wfo-0000398441
wfo-0000577965	Cactus	ludwigii		Synonym	wfo-0001247809
wfo-0000577966	Cactus	lyratus		Synonym	wfo-0000716171
wfo-0000577967	Cactus	macracanthus		Synonym	wfo-0001289744
wfo-0000577968	Cactus	macracanthus		Synonym	wfo-0001247809
wfo-0000577969	Cactus	macromeris		Synonym	wfo-0001302756
wfo-0000577970	Cactus	macrothele		Synonym	wfo-0000623330
wfo-0000577972	Cactus	maculatus		Synonym	wfo-0000623219
wfo-0000577973	Cactus	magnimamma		Synonym	wfo-0001247809
wfo-0000577974	Cactus	mallisonii		Synonym	wfo-0001302980
wfo-0000577975	Cactus	mammillaris		Synonym	wfo-0000369283
wfo-0000577976	Cactus	mammillaris		Synonym	wfo-0001302760
wfo-0000577977	Cactus	mammillaris	glaber	Synonym	wfo-0000369283
wfo-0000577978	Cactus	mammillaris	lanuginosus	Synonym	wfo-0000369283
wfo-0000577979	Cactus	mammillaris	prolifer	Synonym	wfo-0001287028
wfo-0000577980	Cactus	martianus		Synonym	wfo-0000623330
wfo-0000577981	Cactus	maschalacanthus		Synonym	wfo-0001288875
wfo-0000577984	Cactus	matanzanus		Synonym	wfo-0001287033
wfo-0000577985	Cactus	maxonii		Synonym	wfo-0001289734
wfo-0000577986	Cactus	megacanthus		Synonym	wfo-0001247809
wfo-0000577987	Cactus	meiacanthus		Synonym	wfo-0001256217
wfo-0000577988	Cactus	meissneri		Synonym	wfo-0001288800
wfo-0000577989	Cactus	melaleucus		Synonym	wfo-0001287025
wfo-0000577990	Cactus	melocactoides		Synonym	wfo-0000375270
wfo-0000577991	Cactus	melocactus		Synonym	wfo-0001289754
wfo-0000577992	Cactus	melocactus	communis	Synonym	wfo-0001287105
wfo-0000577994	Cactus	meonacanthus		Synonym	wfo-0000375270
wfo-0000577995	Cactus	micans		Synonym	wfo-0001288813
wfo-0000577996	Cactus	micracanthus		Synonym	wfo-0001288861
wfo-0000577997	Cactus	micranthus		Synonym	wfo-0001287406
wfo-0000577998	Cactus	microcephalus		Synonym	wfo-0001289744
wfo-0000577999	Cactus	microceras		Synonym	wfo-0001247809
wfo-0000578000	Cactus	microdasys		Synonym	wfo-0000385628
wfo-0000578001	Cactus	micromeris		Synonym	wfo-0000670355
wfo-0000578002	Cactus	micromeris	greggii	Synonym	wfo-0000670354
wfo-0000578003	Cactus	microthele		Synonym	wfo-0000369283
wfo-0000578005	Cactus	minimus		Synonym	wfo-0001288776
wfo-0000578006	Cactus	miquelii		Synonym	wfo-0001287105
wfo-0000578007	Cactus	mirabilis		Synonym	wfo-0001288977
wfo-0000578008	Cactus	missouriensis		Synonym	wfo-0001302760
wfo-0000578009	Cactus	missouriensis	robustior	Synonym	wfo-0001302760
wfo-0000578011	Cactus	monacanthos		Synonym	wfo-0000386588
wfo-0000578012	Cactus	moniliformis		Synonym	wfo-0000619503
wfo-0000578015	Cactus	mucronatus		Synonym	wfo-0001288871
wfo-0000578016	Cactus	muehlenpfordtii		Synonym	wfo-0001288872
wfo-0000578017	Cactus	multangularis		Synonym	wfo-0001431143
wfo-0000578020	Cactus	multiceps		Synonym	wfo-0001256345
wfo-0000578021	Cactus	multisectus		Synonym	wfo-0001288830
wfo-0000578022	Cactus	mutabilis		Synonym	wfo-0001288875
wfo-0000578023	Cactus	mystax		Synonym	wfo-0001288875
wfo-0000578024	Cactus	nanus		Synonym	wfo-0000386002
wfo-0000578026	Cactus	napoleonis		Synonym	wfo-0001434107
wfo-0000578028	Cactus	neomexicanus		Synonym	wfo-0001302768
wfo-0000578029	Cactus	neryi		Synonym	wfo-0000378396
wfo-0000578030	Cactus	neumannianus		Synonym	wfo-0001247809
wfo-0000578031	Cactus	niger		Synonym	wfo-0000597415
wfo-0000578032	Cactus	niger		Synonym	wfo-0001286978
wfo-0000578033	Cactus	nigricans		Synonym	wfo-0000385771
wfo-0000578035	Cactus	niveus		Synonym	wfo-0001256134
wfo-0000578037	Cactus	nivosus		Synonym	wfo-0001287101
wfo-0000578038	Cactus	nobilis		Synonym	wfo-0000686307
wfo-0000578040	Cactus	nobilis		Synonym	wfo-0001434831
wfo-0000578041	Cactus	nobilis		Synonym	wfo-0001288800
wfo-0000578042	Cactus	notesteinii		Synonym	wfo-0001302760
wfo-0000578044	Cactus	nudus		Synonym	wfo-0001286978
wfo-0000578045	Cactus	oaxacensis		Synonym	wfo-0001289734
wfo-0000578046	Cactus	obconella		Synonym	wfo-0001256337
wfo-0000578048	Cactus	obliquus		Synonym	wfo-0001288884
wfo-0000578049	Cactus	obtusipetalus		Synonym	wfo-0000369382
wfo-0000578050	Cactus	obvallatus		Synonym	wfo-0001434160
wfo-0000578051	Cactus	obvallatus		Synonym	wfo-0000369283
wfo-0000578052	Cactus	octacanthus		Synonym	wfo-0000623330
wfo-0000578053	Cactus	octogonus		Synonym	wfo-0000597191
wfo-0000578054	Cactus	odieranus		Synonym	wfo-0001288945
wfo-0000578055	Cactus	olorinus		Synonym	wfo-0001288887
wfo-0000578056	Cactus	oothele		Synonym	wfo-0001286978
wfo-0000578057	Cactus	opuntia		Synonym	wfo-0000385761
wfo-0000578061	Cactus	opuntiiflorus		Synonym	wfo-0001431296
wfo-0000578062	Cactus	oreas		Synonym	wfo-0001288105
wfo-0000578063	Cactus	ottonis		Synonym	wfo-0001220115
wfo-0000578064	Cactus	ottonis		Synonym	wfo-0000623337
